ticker,ticker_full,name_yahoo,exchange,quote_type,currency,financial_currency,sector,industry,industry_key,summary,employees,website,hq_country,hq_city,hq_state,price,mcap_yahoo,shares_outstanding,float_shares,volume_avg,volume_avg_10d,beta,revenue_info,ebitda_info,gross_margin,operating_margin,profit_margin,total_cash,total_debt_info,held_insiders,held_institutions,analysts,revenue_stmt,cost_of_revenue,gross_profit,ebitda_stmt,operating_income,net_income,revenue_year,construction_in_progress,net_ppe,gross_ppe,total_assets,cash_and_equiv,total_debt,stockholders_equity,balance_year,capex,stock_issuance,operating_cf,free_cf,exploration_spend,cashflow_year,fetch_status,fetch_note,fetched_at
AGD,AGD.AX,Austral Gold Limited,ASX,EQUITY,AUD,USD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Austral Gold Limited, together with its subsidiaries, engages in the exploration, production, and mining of gold and silver deposits in Chile, Argentina, and internationally. It explores gold and silver. The company holds 100% interest in the Guanaco/Amancaya Mine Complex located to the southeast of Antofagasta in Northern Chile; and Casposo/Manantiales Mine Complex located in in Argentina. It is also involved in Paleocene Belt exploration project located in Chile; and Triassic Choiyoi Belt exploration project located in Argentina. The company was formerly known as Diamond Rose NL and changed its name to Austral Gold Limited in November 2006. Austral Gold Limited was incorporated in 1996 and is based in Sydney, Australia. Austral Gold Limited operates as a subsidiary of Inversiones Financieras Del Sur S.A.",,https://www.australgold.com,Australia,Sydney,NSW,0.145,96875032,668103679,64017253,295851,568901,,99163000,35163000,0.45852003,0.39556998,0.31736,20274000,21964000,0.72423,0.01942,,51170000.0,32392000.0,18778000.0,25237000.0,5693000.0,14726000.0,2025,,59770000.0,291207000.0,96867000.0,10531000.0,26571000.0,29696000.0,2025,-8380000.0,656000.0,,872000.0,,2025,ok,,2026-09-02T10:03:02
AGR,AGR.AX,Aguia Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Aguia Resources Limited engages in the exploration and development of mineral resource projects in Brazil and Colombia. The company primarily explores for phosphate, copper, gold, zinc, and silver deposits. It holds interests in the Santa Barbara Gold project located in the northern tip of the Serranía de San Lucas; Organic Phosphate project located in Rio Grande do Sul in southernmost Brazil; El Dovio property in the western range of the Colombian Andes; copper tenements in Rio Grande do Sul; and Atocha project located in Colombia. The company was formerly known as Newport Mining Limited. Aguia Resources Limited was incorporated in 2007 and is headquartered in Porto Alegre, Brazil.",,https://aguiaresources.com.au,Brazil,Porto Alegre,RS,0.017,40800356,2400020748,1450045583,3182522,1888925,-0.413,493962,-2992908,0.96524,-8.38849,0.0,1873734,7685528,0.23758,0.00409,,,,,-5796206.0,-5805210.0,-5795437.0,2024,,35883750.0,36030266.0,37281789.0,1012753.0,95000.0,36348237.0,2024,-589077.0,3300794.0,,-2645277.0,,2024,ok,,2026-09-02T10:03:05
AGY,AGY.AX,Argosy Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Argosy Minerals Limited, together with its subsidiaries, engages in the exploration and development of lithium properties in Argentina and the United States. Its flagship asset is the 77.5% owned Rincon Lithium project, which comprises an area of approximately 2,794 hectares of mining titles and mining easement landholdings located in Salta Province, Argentina. Argosy Minerals Limited is headquartered in Perth, Australia.",,https://www.argosyminerals.com.au,Australia,Perth,WA,0.038,58651516,1543460934,1292506993,2608058,1299996,0.653,179480,775856,1.0,2.62664,40.73009,4258663,93977,0.18247999,0.0099599995,,,,,7405536.0,8391999.0,7310236.0,2025,,11898467.0,11967589.0,86464575.0,4258663.0,93977.0,86189116.0,2025,-1544364.0,2300000.0,,-2520776.0,,2025,ok,,2026-09-02T10:03:08
AHK,AHK.AX,Ark Mines Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Ark Mines Limited engages in the acquisition and exploration of mineral properties in Australia. The company explores for nickel, scandium, cobalt, copper, chromite, manganese, gold, iron, rare earth elements. It focuses on Sandy Mitchell Rare Earth project located in Northern Queensland. The company was incorporated in 2007 and is based in Sydney, Australia.",,https://www.arkmines.com,Australia,Sydney,NSW,0.325,23509938,72338268,29749833,59759,76038,0.259,6000,-1120989,1.0,-191.4205,0.0,1301374,575753,0.59781,0.0,,,,,-1208352.0,-1232680.0,-1203997.0,2024,,4897084.0,4931116.0,6348253.0,1349127.0,,6097802.0,2024,-1559028.0,3114258.0,,-2687373.0,,2024,ok,,2026-09-02T10:03:10
AHN,AHN.AX,Athena Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Athena Resources Limited operates as a mineral exploration company in Australia. The company explores for iron ore, anomalous copper, nickel, platinum group element, and chromite deposits. The company holds a 100% interest in the Byro project located in Western Australia. The company was incorporated in 2005 and is based in Perth, Australia.",,https://www.athenaresources.com.au,Australia,Perth,WA,0.06,9422881,157048019,38702546,54113,60374,0.697,,-931943,0.0,0.0,0.0,574792,0,0.59181,0.0,,,,,-651224.0,-652291.0,-696229.0,2024,,13047729.0,13120200.0,13186090.0,18942.0,320000.0,12725135.0,2024,-966596.0,320000.0,,-1737074.0,,2024,ok,,2026-09-02T10:03:13
AII,AII.AX,Almonty Industries Inc.,ASX,EQUITY,AUD,CAD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Almonty Industries Inc. engages in mining, processing, and shipping of tungsten concentrates. The company explores for tin and tungsten deposits. It holds 100% interests in the Canada, Korea, Portugal, Spain, and the United States projects and mines. The company is headquartered in Dillon, Montana.",341,https://almonty.com,United States,Dillon,MT,25.89,7346076672,283741849,218965544,15497,24204,1.32,85803000,5135000,0.49807,0.37512,1.2523,1227241984,813148032,3.7425601,0.0,,32514000.0,30139000.0,2375000.0,-156367000.0,-29231000.0,-161913000.0,2025,,266439000.0,314211000.0,589732000.0,265948000.0,162113000.0,357811000.0,2025,-60849000.0,313320000.0,-19136000.0,-79985000.0,,2025,ok,,2026-09-02T10:03:16
AIS,AIS.AX,Aeris Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Aeris Resources Limited explores, produces, and sells precious and base metals in Australia. The company operates through Tritton Copper Operations (Tritton), Cracow Gold Operations (Cracow), and Projects segments. It also explores for copper, zinc, gold, and silver deposits. The company was formerly known as Straits Resources Limited and changed its name to Aeris Resources Limited in December 2015. Aeris Resources Limited was incorporated in 2010 and is based in Brisbane, Australia.",,https://www.aerisresources.com.au,Australia,Brisbane,QLD,0.485,726086144,1497084838,906645621,12767795,15541034,,702800000,294376000,0.29937,0.35104,0.25398,,,0.15245,0.26977,6,540020000.0,468390000.0,71630000.0,32338000.0,12563000.0,-24258000.0,2024,,473598000.0,1030832000.0,562744000.0,24761000.0,61670000.0,271788000.0,2024,-93482000.0,28526000.0,,-30940000.0,,2024,ok,,2026-09-02T10:03:18
AIV,AIV.AX,ActivEX Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"ActivEX Limited engages in the acquisition, identification, and delineation of mineral resource projects through exploration in Australia. The company primarily explores for lithium, gold, copper and rare earths deposits. ActivEX Limited was incorporated in 2005 and is based in Sydney, Australia.",,https://www.activex.com.au,Australia,Sydney,NSW,0.025,7812886,312515461,118318355,64220,15339,0.264,,-774286,0.0,0.0,0.0,98031,2152845,0.7246,0.0,,,,,-2437859.0,-2430838.0,-2700814.0,2024,,5782211.0,6212524.0,5899559.0,53334.0,2544147.0,3226149.0,2024,-456703.0,1998057.0,,-893801.0,,2024,ok,,2026-09-02T10:03:20
AJX,AJX.AX,Alexium International Group Limited,ASX,EQUITY,AUD,USD,Basic Materials,Specialty Chemicals,specialty-chemicals,"Alexium International Group Limited provides performance chemicals for advanced materials applications with a focus on flame retardancy and thermal management in the United States. It offers thermal regulation solutions, such as Alexicool, a PCM finishing treatment for fabrics; Biocool, a natural and biobased microencapsulated PCM cooling; Eclipsys, a perpetual cooling technology that enhance the cooling experience; and DelCool, a thermal management product. The company also provides flame retardant solutions, including Alexiflam, a flame-retardant treatment for cotton and cellulose-based textiles; AlexiGuard, a flame-retardant emulsion tailored for 100% polyester fabric; and AlexiShield, a water-resistant flame-retardant solution for providing enhanced flame resistance in mattresses. In addition, it offers Nextek, a mPCM technology delivering high thermal stability with robust capsule walls; Vivtek, a single integrated solution combining a strong, versatile capsule wall with a bio-based core; and microencapsulated PCM technologies. It serves furniture, bedding and mattress, defense, performance apparel, building materials, electronics, life science and medical devices, packaging and logistics, personal comfort and safety, and transportation markets. The company is headquartered in Greer, South Carolina.",,https://www.alexiuminternational.com,United States,Greer,SC,0.007,21894496,3127784951,748380329,295264,530616,,4232446,-2709511,0.28939,-1.12941,-1.48438,217080,1317192,0.21361,0.62557,,3921730.0,2231759.0,1689971.0,-3246436.0,-3158755.0,-3926289.0,2025,,603086.0,3531099.0,2876724.9999,662450.0,2545414.0,-402078.0,2025,-218085.0,2984023.0,,-2795565.0,,2025,ok,,2026-09-02T10:03:23
AKA,AKA.AX,Aureka Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Aureka Limited engages in the mineral exploration business in Australia. It primarily produces gold, and silver deposits. The company's flagship project owned 100% interests in the Stawell Corridor gold project located in North-West of Melbourne, Victoria. The company was formerly known as Navarre Minerals Limited and changed its name to Aureka Limited in December 2024. Aureka Limited was incorporated in 2007 and is based in Melbourne, Australia.",,https://aureka.com.au,Australia,Melbourne,VIC,0.125,19893626,159149010,108504864,227133,395717,0.939,8631,-6222167,1.0,-1658.8755,0.0,4967582,573446,0.33463,0.00847,,114472728.0,102604863.0,11867865.0,3762004.0,-991076.0,2683080.0,2022,,32705837.0,32705837.0,33561911.0,506460.0,1728336.0,31158599.0,2024,-550762.0,41476595.0,,-1608858.0,,2024,ok,,2026-09-02T10:03:25
AKM,AKM.AX,Aspire Mining Limited,ASX,EQUITY,AUD,USD,Basic Materials,Coking Coal,coking-coal,"Aspire Mining Limited engages in the development of fat coking coal project in Australia and Mongolia. The company holds 100% interest in the Ovoot Coking Coal Project with mining license located in the Khuvsgul aimag province of north-western Mongolia. It also holds a 90% interest in the Nuurstei coking coal project that consists of mining license located in the Khuvsgul aimag province of north-western Mongolia. Aspire Mining Limited was incorporated in 2006 and is based in Sydney, Australia.",,https://aspirelimited.com,Australia,Sydney,NSW,0.205,104065584,507636985,104908259,51789,29024,0.663,,-2882828,0.0,0.0,0.0,5041262,0,0.78901,0.00514,,,,,-2641569.0,-2932601.0,-12847804.0,2025,1602870.0,30870246.0,30920019.0,39972638.0,5041262.0,,39687390.0001,2025,-6164288.0,,,-8644997.0,,2025,ok,,2026-09-02T10:03:28
AKN,AKN.AX,AuKing Mining Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"AuKing Mining Limited operates as a mineral resource exploration and development company in Australia, Canada, and Tanzania. It primarily explores for copper, zinc, gold, silver, lead, uranium, and other base and precious metals. The company was formerly known as Chinalco Yunnan Copper Resources Limited and changed its name to AuKing Mining Limited in May 2017. The company was incorporated in 1995 and is headquartered in Brisbane, Australia.",,https://www.aukingmining.com,Australia,Brisbane,QLD,0.015,35626004,2375066986,1176768514,7742404,9938643,,,-12701376,0.0,0.0,0.0,1330324,0,0.38247,0.0,,,,,-2255129.0,-2590969.0,-2840205.0,2025,,7969274.0,8064660.0,8109833.0,113688.0,900953.0,6297371.0,2025,-35382.0,2254217.0,,-2394244.0,,2025,ok,,2026-09-02T10:03:30
AKO,AKO.AX,AKORA Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"AKORA Resources Limited engages in the exploration, evaluation, and development of iron ore projects. Its flagship project is the Bekisopa iron ore project located in Madagascar. The company was formerly known as Indian Pacific Resources Limited and changed its name to AKORA Resources Limited in September 2020. The company was incorporated in 2009 and is headquartered in Ballarat, Australia.",,https://www.akoravy.com,Australia,Ballarat,VIC,0.078,16956806,217394941,110035229,106101,91376,0.464,5237,,1.0,-565.7316,0.0,1104878,0,0.38708,0.0,,,,,-1994609.0,-1994609.0,-1989372.0,2025,,14518984.0,14518984.0,15740746.0,1102607.0,,15543420.0,2025,-1359584.0,4044266.0,,-3291065.0,,2025,ok,,2026-09-02T10:03:33
ALB,ALB.AX,Albion Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Albion Resources Limited acquires, explores, and evaluates resource projects in Australia. The company explores for nickel, copper, gold, silver, lead, zinc, platinum, palladium, and base metal deposits. Its flagship project is the Yandal West Project, which covers an area of 61 square kilometers located on the Yandal Greenstone belt. Albion Resources Limited was incorporated in 2017 and is based in Perth, Australia.",,https://albionresources.com.au,Australia,Perth,WA,0.06,8710999,145183333,67258404,235866,137913,0.629,1641747,,1.0,-0.56791,-2.06482,2990623,0,0.52696,0.0,,,,,-778444.0,-778444.0,-651901.0,2024,,143560.0,161505.0,2687606.0,2642523.0,145678.0,2648739.0,2022,,1402885.0,,-597019.0,,2023,ok,,2026-09-02T10:03:36
ALK,ALK.AX,Alkane Resources Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Alkane Resources Ltd operates as a gold exploration and production company in Australia. It primarily explores for gold, copper, nickel, zinc, and silver deposits. The company also invests in junior gold mining companies and projects. Alkane Resources Ltd was incorporated in 1969 and is headquartered in West Perth, Australia.",,https://www.alkane.com.au,Australia,West Perth,WA,1.855,2534309888,1366204821,555225639,5149054,7320815,1.524,935822016,473913984,0.3695,0.36102,0.24441,431899008,15059000,0.14485,0.35127997,6,172991000.0,102906000.0,70085000.0,62932000.0,23643000.0,17677000.0,2024,76384000.0,373153000.0,752116000.0,464696000.0,45519000.0,49018000.0,309374000.0,2024,-135497000.0,-9000.0,,-82594000.0,,2024,ok,,2026-09-02T10:03:39
ALR,ALR.AX,Altair Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Altair Minerals Limited engages in the exploration of natural resources in Australia and Canada. The company explores for gypsum, lithium, cobalt, and copper deposits. It holds 100% interests in the Pyramid Lake project covering an area of 112.66 square kilometers located in Esperance, Western Australia; Cobalt X project located in Queensland; and the Olympic Domain project consisting of three prospects located in Gawler Craton, South Australia. The company also holds 80% interests in the Wee MacGregor project comprising three granted mining licenses located in southeast of Mt Isa, Queensland. In addition, it has an option to acquire 80% interests of the Venatica project located in Abancay, Peru. The company was formerly known as Cohiba Minerals Limited and changed its name to Altair Minerals Limited in May 2024. Altair Minerals Limited was incorporated in 2011 and is headquartered in Melbourne, Australia.",,https://www.altairminerals.com.au,Australia,Melbourne,VIC,0.05,331446656,6628932966,2470236007,8385826,14014437,2.192,,-1091826,0.0,0.0,0.0,12179720,0,0.58418,0.12295,,,,,-3273365.0,-3273365.0,-3262569.0,2024,,8629435.0,8629435.0,10633655.0,1974288.0,,10131041.0,2024,-554145.0,2563861.0,,-1932725.0,,2024,ok,,2026-09-02T10:03:41
